step,actor_loss,critic_loss,actor_grad_norm,weight_mean,weight_std
2,0.000000,0.000000,0.0000,0.0000,0.0000
6,0.000000,0.000000,0.0000,0.0000,0.0000
10,0.000000,0.000000,0.0000,0.0000,0.0000
14,0.000000,0.000000,0.0000,0.0000,0.0000
19,0.000000,0.000000,0.0000,0.0000,0.0000
24,0.000000,0.000000,0.0000,0.0000,0.0000
28,0.000000,0.000000,0.0000,0.0000,0.0000
33,0.000000,0.000000,0.0000,0.0000,0.0000
38,0.000000,0.000000,0.0000,0.0000,0.0000
42,0.000000,0.000000,0.0000,0.0000,0.0000
47,0.000000,0.000000,0.0000,0.0000,0.0000
51,0.000000,0.000000,0.0000,0.0000,0.0000
56,0.000000,0.000000,0.0000,0.0000,0.0000
61,0.000000,0.000000,0.0000,0.0000,0.0000
66,0.000000,0.000000,0.0000,0.0000,0.0000
70,0.000000,0.000000,0.0000,0.0000,0.0000
75,0.000000,0.000000,0.0000,0.0000,0.0000
80,0.000000,0.000000,0.0000,0.0000,0.0000
85,0.000000,0.000000,0.0000,0.0000,0.0000
90,0.000000,0.000000,0.0000,0.0000,0.0000
94,0.000000,0.000000,0.0000,0.0000,0.0000
99,0.000000,0.000000,0.0000,0.0000,0.0000
104,0.000000,0.000000,0.0000,0.0000,0.0000
109,0.000000,0.000000,0.0000,0.0000,0.0000
114,0.000000,0.000000,0.0000,0.0000,0.0000
119,0.000000,0.000000,0.0000,0.0000,0.0000
123,0.000000,0.000000,0.0000,0.0000,0.0000
128,0.000000,0.000000,0.0000,0.0000,0.0000
131,0.000000,0.000000,0.0000,0.0000,0.0000
136,0.000000,0.000000,0.0000,0.0000,0.0000
141,0.000000,0.000000,0.0000,0.0000,0.0000
144,0.000000,0.000000,0.0000,0.0000,0.0000
148,0.000000,0.000000,0.0000,0.0000,0.0000
153,0.000000,0.000000,0.0000,0.0000,0.0000
158,0.000000,0.000000,0.0000,0.0000,0.0000
163,0.000000,0.000000,0.0000,0.0000,0.0000
168,0.000000,0.000000,0.0000,0.0000,0.0000
173,0.000000,0.000000,0.0000,0.0000,0.0000
178,0.000000,0.000000,0.0000,0.0000,0.0000
183,0.000000,0.000000,0.0000,0.0000,0.0000
188,0.000000,0.000000,0.0000,0.0000,0.0000
193,0.000000,0.000000,0.0000,0.0000,0.0000
198,0.000000,0.000000,0.0000,0.0000,0.0000
202,0.000000,0.000000,0.0000,0.0000,0.0000
207,0.000000,0.000000,0.0000,0.0000,0.0000
212,0.000000,0.000000,0.0000,0.0000,0.0000
217,0.000000,0.000000,0.0000,0.0000,0.0000
222,0.000000,0.000000,0.0000,0.0000,0.0000
227,0.000000,0.000000,0.0000,0.0000,0.0000
231,0.000000,0.000000,0.0000,0.0000,0.0000
236,0.000000,0.000000,0.0000,0.0000,0.0000
241,0.000000,0.000000,0.0000,0.0000,0.0000
245,0.000000,0.000000,0.0000,0.0000,0.0000
249,0.000000,0.000000,0.0000,0.0000,0.0000
254,0.000000,0.000000,0.0000,0.0000,0.0000
259,0.000000,0.000000,0.0000,0.0000,0.0000
264,0.000000,0.000000,0.0000,0.0000,0.0000
267,0.000000,0.000000,0.0000,0.0000,0.0000
272,0.000000,0.000000,0.0000,0.0000,0.0000
277,0.000000,0.000000,0.0000,0.0000,0.0000
281,0.000000,0.000000,0.0000,0.0000,0.0000
286,0.000000,0.000000,0.0000,0.0000,0.0000
290,0.000000,0.000000,0.0000,0.0000,0.0000
295,0.000000,0.000000,0.0000,0.0000,0.0000
300,0.000000,0.000000,0.0000,0.0000,0.0000
305,0.000000,0.000000,0.0000,0.0000,0.0000
310,0.000000,0.000000,0.0000,0.0000,0.0000
315,0.000000,0.000000,0.0000,0.0000,0.0000
320,0.000000,0.000000,0.0000,0.0000,0.0000
325,0.000000,0.000000,0.0000,0.0000,0.0000
330,0.000000,0.000000,0.0000,0.0000,0.0000
335,0.000000,0.000000,0.0000,0.0000,0.0000
339,0.000000,0.000000,0.0000,0.0000,0.0000
344,0.000000,0.000000,0.0000,0.0000,0.0000
349,0.000000,0.000000,0.0000,0.0000,0.0000
354,0.000000,0.000000,0.0000,0.0000,0.0000
358,0.000000,0.000000,0.0000,0.0000,0.0000
363,0.000000,0.000000,0.0000,0.0000,0.0000
368,0.000000,0.000000,0.0000,0.0000,0.0000
372,0.000000,0.000000,0.0000,0.0000,0.0000
